date,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,uv_index_max
2024-07-28 00:00:00+00:00,3,25.206,14.706,25.025574,14.4503975,0,0,56091.273,34271.24,6.45
2024-07-29 00:00:00+00:00,2,28.656,15.106,29.053192,14.158649,0,0,55913.445,49473.84,6.55
2024-07-30 00:00:00+00:00,3,28.806,18.956,29.146122,18.593624,0,0,55733.758,26979.617,6.55
2024-07-31 00:00:00+00:00,51,30.606,17.506,31.073921,16.59587,0,0,55552.11,38006.05,6.35
2024-08-01 00:00:00+00:00,51,26.906,19.356,28.225178,19.665012,0,0,55367.03,1967.9288,6.4
2024-08-02 00:00:00+00:00,3,24.006,16.556,23.958536,15.411312,0,0,55178.492,7957.6494,6.5
2024-08-03 00:00:00+00:00,51,21.656,16.856,19.715498,15.361231,0,0,54986.723,23063.43,6.05
2024-08-04 00:00:00+00:00,3,21.706,15.606,20.72511,15.204191,0,0,54791.96,0,6
2024-08-05 00:00:00+00:00,51,23.456,16.156,23.955736,15.202057,0,0,54594.438,4367.934,3.2
2024-08-06 00:00:00+00:00,63,21.056,16.906,20.08064,15.886898,0,0,54394.36,20406.781,6.3
2024-08-07 00:00:00+00:00,3,19.606,14.806,18.009344,13.685083,0,0,54191.957,247.76622,5.55
2024-08-08 00:00:00+00:00,53,19.656,14.356,20.296417,13.351473,0,0,53987.43,0,1.95
2024-08-09 00:00:00+00:00,51,21.406,16.856,20.16297,15.087242,0,0,53780.984,18379.195,5.85
2024-08-10 00:00:00+00:00,61,22.956,16.156,23.583506,15.473797,0,0,53572.82,14400,4.25
2024-08-11 00:00:00+00:00,3,29.056,17.106,29.330063,18.201502,0,0,53363.117,12940.334,6.1
2024-08-12 00:00:00+00:00,3,24.356,17.106,25.880728,16.463646,0,0,53152.082,30246.3,6.15
2024-08-13 00:00:00+00:00,61,22.906,15.0060005,22.021004,14.491232,0,0,52939.883,7099.6367,5.1
2024-08-14 00:00:00+00:00,51,19.656,15.556,20.241215,14.31679,0,0,52726.688,3000.8408,2.8
2024-08-15 00:00:00+00:00,53,22.406,13.706,22.438082,12.722948,0,0,52512.68,940.0653,4.85
2024-08-16 00:00:00+00:00,3,22.456,13.956,22.591267,13.321964,0,0,52298.027,47995.297,6.05
2024-08-17 00:00:00+00:00,3,21.506,13.2560005,20.746115,12.564985,0,0,52082.875,20831.268,5.65
2024-08-18 00:00:00+00:00,51,21.556,15.5060005,20.243456,15.143343,0,0,51867.402,33856.492,5.9
2024-08-19 00:00:00+00:00,63,19.206,14.156,17.266968,13.623045,0,0,51651.746,0,3.85
2024-08-20 00:00:00+00:00,53,19.806,15.206,18.17898,12.411638,0,0,51435.777,21474.758,5.7
2024-08-21 00:00:00+00:00,51,18.656,13.7560005,16.42628,12.2497425,0,0,51217.93,1559.8728,5
2024-08-22 00:00:00+00:00,51,18.106,15.956,16.754229,13.459116,0,0,50998.1,0,4.35
2024-08-23 00:00:00+00:00,63,19.456,15.856,17.443594,12.687695,0,0,50776.48,20911.54,5.75
2024-08-24 00:00:00+00:00,63,19.056,14.156,16.946028,12.666994,0,0,50553.234,17701.617,5.2
2024-08-25 00:00:00+00:00,53,18.656,12.056,16.199917,10.961421,0,0,50328.54,13319.655,3.9
2024-08-26 00:00:00+00:00,51,21.056,14.306,21.027878,13.557701,0,0,50102.56,7328.114,5.55
2024-08-27 00:00:00+00:00,3,23.556,16.156,22.214743,15.650078,0,0,49875.46,14129.945,5.2
2024-08-28 00:00:00+00:00,53,23.156,15.856,23.557444,14.823521,0,0,49647.402,0,4.5
2024-08-29 00:00:00+00:00,3,20.156,13.7560005,18.387045,12.937092,0,0,49418.54,18166.76,5.2
2024-08-30 00:00:00+00:00,3,22.456,12.406,20.576149,11.156621,0,0,49189.023,19303.941,5.35
2024-08-31 00:00:00+00:00,3,22.006,12.406,20.238867,10.996658,0,0,48958.996,5181.323,4.7
2024-09-01 00:00:00+00:00,61,20.006,17.206,22.089682,16.612831,0,0,48728.605,0,3.05
2024-09-02 00:00:00+00:00,63,19.606,17.856,21.407936,19.372929,0,0,48497.996,0,3.4
2024-09-03 00:00:00+00:00,63,19.506,14.806,19.416656,15.038229,0,0,48267.305,10800,2.95
2024-09-04 00:00:00+00:00,51,16.906,12.906,15.820784,11.213051,0,0,48036.664,0,4.45
2024-09-05 00:00:00+00:00,63,17.256,10.7560005,17.013416,7.678835,0,0,47806.21,0,0.55
2024-09-06 00:00:00+00:00,65,17.656,15.556,19.104956,16.20009,0,0,47576.074,0,1.05
2024-09-07 00:00:00+00:00,61,20.856,14.856,21.825117,15.361912,0,0,47346.387,7200,5
2024-09-08 00:00:00+00:00,65,18.556,14.806,19.112871,14.040258,0,0,47117.285,0,4.7
2024-09-09 00:00:00+00:00,3,18.456,13.106,16.039488,10.794097,0,0,46888.6,32257.71,4.9
2024-09-10 00:00:00+00:00,63,17.806,11.7560005,14.623714,9.857783,0,0,46658.793,0,2.2
2024-09-11 00:00:00+00:00,51,14.806,9.656,10.964998,7.0199347,0,0,46427.723,24434.258,3.75
2024-09-12 00:00:00+00:00,51,13.806,8.006,10.9127655,5.711692,0,0,46195.535,31746.836,4.6
2024-09-13 00:00:00+00:00,3,16.156,6.906,13.6648655,4.73123,0,0,45962.375,39267.43,4.7
2024-09-14 00:00:00+00:00,3,18.456,10.556,16.57008,8.383241,0,0,45728.38,32161.8,4.65
2024-09-15 00:00:00+00:00,3,17.856,12.0060005,16.618696,10.275125,0,0,45493.688,0,3.9
2024-09-16 00:00:00+00:00,51,20.056,13.306,19.099318,12.155266,0,0,45258.43,26793.193,4.65
2024-09-17 00:00:00+00:00,3,20.356,9.806,18.024017,8.243701,0,0,45022.746,37614.125,4.55
2024-09-18 00:00:00+00:00,3,22.206,11.7560005,20.70976,9.830441,0,0,44786.766,20692.734,4.5
2024-09-19 00:00:00+00:00,3,21.956,14.406,20.927116,13.382214,0,0,44550.617,16189.725,4.4
2024-09-20 00:00:00+00:00,63,19.406,13.7560005,18.293266,11.7863865,0,0,44314.44,8307.588,4.3
2024-09-21 00:00:00+00:00,61,20.606,13.606,21.7459,12.500549,0,0,44078.355,720.8059,4.25
2024-09-22 00:00:00+00:00,63,18.056,15.0060005,19.051392,14.389126,0,0,43842.504,0,2.45
2024-09-23 00:00:00+00:00,63,15.606,14.056,17.023764,13.465548,0,0,43607,0,0.6
2024-09-24 00:00:00+00:00,53,15.406,11.856,13.90958,10.373727,0,0,43371.984,0,3.6
2024-09-25 00:00:00+00:00,61,15.456,11.056,15.269762,9.645447,0,0,43137.586,2191.5786,2.6
2024-09-26 00:00:00+00:00,63,15.5060005,12.0060005,15.084932,10.089386,0,0,42903.93,7992.264,3.95
2024-09-27 00:00:00+00:00,63,14.106,8.956,10.184271,4.8406973,0,0,42671.152,13774.291,3.55
2024-09-28 00:00:00+00:00,3,14.706,7.556,12.83839,5.299143,0,0,42439.383,15651.455,3.65
2024-09-29 00:00:00+00:00,63,13.056,8.206,9.292739,5.390665,0,0,42208.46,0,3.5
2024-09-30 00:00:00+00:00,63,14.7560005,11.306,14.732979,8.226078,0,0,41976.75,0,1.4
2024-10-01 00:00:00+00:00,63,14.706,10.306,12.4611225,8.155491,0,0,41744.105,0,3.4
2024-10-02 00:00:00+00:00,51,14.456,9.856,12.475166,7.43441,0,0,41510.664,0,2.3
2024-10-03 00:00:00+00:00,3,16.656,6.756,14.989819,3.7472324,0,0,41276.58,12218.629,3.6
2024-10-04 00:00:00+00:00,3,15.456,6.9560003,13.0882225,4.939517,0,0,41041.996,7463.6064,3.15
2024-10-05 00:00:00+00:00,55,15.906,7.4560003,12.091911,5.159725,0,0,40807.062,28789.521,3.6
2024-10-06 00:00:00+00:00,63,15.156,12.206,15.487402,11.041084,0,0,40571.92,0,2.5
2024-10-07 00:00:00+00:00,61,17.756,11.856,16.416082,10.785952,0,0,40336.734,14276.302,3.4
2024-10-08 00:00:00+00:00,65,15.056,12.606,14.408699,10.987377,0,0,40101.64,8406.181,3.2
2024-10-09 00:00:00+00:00,51,14.456,11.706,13.718237,9.503887,0,0,39866.797,2922.6787,3.1
2024-10-10 00:00:00+00:00,53,12.7560005,8.2560005,10.373044,5.153432,0,0,39632.36,5628.8867,3.15
2024-10-11 00:00:00+00:00,3,11.806,5.2060003,9.457786,2.4883509,0,0,39398.48,17911.828,3.15
2024-10-12 00:00:00+00:00,55,14.206,9.606,12.65711,6.123104,0,0,39165.324,20255.303,3.1
2024-10-13 00:00:00+00:00,55,10.5060005,7.306,8.287721,4.620247,0,0,38933.05,0,2
2024-10-14 00:00:00+00:00,63,10.706,7.856,9.51066,5.1648045,0,0,38701.83,0,0.65
2024-10-15 00:00:00+00:00,55,16.256,10.856,15.366436,9.660315,0,0,38471.83,0,1.2
2024-10-16 00:00:00+00:00,63,17.306,15.456,18.201704,14.197926,0,0,38243.21,0,1.3
2024-10-17 00:00:00+00:00,51,17.206,12.406,16.451828,11.346924,0,0,38016.168,18000,2.85
2024-10-18 00:00:00+00:00,51,15.806,12.106,13.226572,10.413232,0,0,37790.867,16938.725,2.8
2024-10-19 00:00:00+00:00,61,16.206,12.356,15.120159,10.662672,0,0,37567.168,26704.572,2.75
2024-10-20 00:00:00+00:00,63,16.756,12.806,14.348131,9.818442,0,0,37343.223,3600,2.2
2024-10-21 00:00:00+00:00,51,14.2560005,11.106,13.2092495,9.56445,0,0,37118.875,0,1.35
2024-10-22 00:00:00+00:00,51,16.456,10.856,15.402576,8.7649355,0,0,36894.31,6383.3843,2.55
2024-10-23 00:00:00+00:00,3,15.656,9.056,14.333805,7.4924526,0,0,36669.7,10308.507,2.55
2024-10-24 00:00:00+00:00,53,14.456,10.706,13.172861,9.058849,0,0,36445.234,0,2.15
